,YEAR,MO,DD,HH,MI,SS,LATITUDE,LONG.,DEPTH,ERR,MAG,MT,Q,Io,Area,M_TYPE,MW_SCOR,MW_BRProxy,s_MW_BRProxy,ST,Locality,(Reference) Comments,t_MW_BRProxy
582,1989,1,7,11,36,39,-22.93,-51.01,0.0,2,3.7,1,A,6,0.8,MR,4.175,3.2,0.33,PR,Ibiaci,(IPT;IAG;UnB;ON) Provavel induzido.,0.7Mw(mb)+0.3Mw(Af)
583,1989,1,15,12,45,18,-4.81,-37.97,0.0,5,3.6,1,I,-,,MR,4.09,3.3,0.3,CE,Palhano,(IAG;UnB),Mw(mb)
584,1989,1,18,23,38,10,-23.37,-45.67,0.0,10,2.5,1,I,-,,MR,3.155,2.0,0.3,SP,Paraibuna,(IPT;IAG;ON),Mw(mb)
585,1989,2,3,19,32,9,-23.28,-45.47,0.0,10,2.8,1,I,-,,MR,3.41,2.4,0.3,SP,Paraibuna,(IPT;IAG;ON),Mw(mb)
586,1989,2,7,19,12,45,-4.81,-37.97,0.0,5,3.1,1,I,-,,MR,3.665,2.7,0.3,CE,Palhano,(IAG),Mw(mb)
587,1989,3,9,1,44,5,-24.51,-40.69,0.0,70,3.4,1,I,-,,MR,3.92,3.1,0.3,RJ,Plataforma,(IPT;IAG),Mw(mb)
588,1989,3,9,19,20,17,-19.4,-45.7,0.0,20,3.4,1,I,4,,MR,3.92,3.1,0.3,MG,D. Indaia',(IAG;UnB;IPT;ON),Mw(mb)
589,1989,3,10,4,11,20,-5.46,-35.69,8.0,5,5.0,2,I,7,,M(bR),5.28,4.8,0.3,RN,J.Camara,(UFRN;IAG;UnB; Kwitko_Assumpcao 1990),Mw(mb)
590,1989,3,10,7,13,27,-5.46,-35.69,0.0,10,3.2,1,I,-,,MR,3.75,2.8,0.3,RN,J.Camara,(IAG),Mw(mb)
591,1989,3,10,10,7,13,-5.46,-35.69,0.0,10,3.9,1,I,-,,MR,4.345,3.6,0.3,RN,J.Camara,(IAG;UnB),Mw(mb)
592,1989,3,10,18,54,52,-5.46,-35.69,0.0,10,3.3,1,I,-,,MR,3.835,2.9,0.3,RN,J.Camara,(IAG),Mw(mb)
593,1989,3,10,21,26,39,-5.46,-35.69,0.0,10,3.5,1,I,-,,MR,4.005,3.2,0.3,RN,J.Camara,(IAG),Mw(mb)
594,1989,3,14,22,56,35,-5.46,-35.69,0.0,10,3.0,1,I,-,,MR,3.58,2.6,0.3,RN,J.Camara,(IAG),Mw(mb)
595,1989,3,25,14,33,48,-4.81,-37.97,0.0,5,3.5,1,I,-,,MR,4.005,3.2,0.3,CE,Palhano,(IAG),Mw(mb)
596,1989,3,25,15,29,24,-4.81,-37.97,4.0,5,4.1,1,I,-,,MR,4.515,3.8,0.3,CE,Palhano,(UFRN;UnB;IAG),Mw(mb)
597,1989,3,26,13,25,39,-4.81,-37.97,4.0,3,4.5,2,I,6,,M(bR),4.855,4.3,0.3,CE,Palhano,(UFRN;UnB;IAG),Mw(mb)
598,1989,3,26,16,30,16,-4.81,-37.97,4.0,5,3.7,1,I,-,,MR,4.175,3.4,0.3,CE,Palhano,(UFRN;IAG;UnB),Mw(mb)
599,1989,3,26,18,17,48,-4.81,-37.97,0.0,5,3.9,1,I,-,,MR,4.345,3.6,0.3,CE,Palhano,(UFRN;UnB;IAG),Mw(mb)
600,1989,3,29,19,1,4,-13.61,-49.6,0.0,20,3.6,1,I,-,,MR,4.09,3.3,0.3,GO,Porangatu,(UnB;IAG;IPT),Mw(mb)
601,1989,4,1,23,40,56,-19.4,-45.7,0.0,30,2.4,1,I,-,,MR,3.07,1.9,0.3,MG,D. Indaia',(UnB),Mw(mb)
602,1989,4,2,1,17,23,-19.4,-45.7,0.0,30,2.3,1,I,-,,MR,2.985,1.8,0.3,MG,D. Indaia',(UnB),Mw(mb)
603,1989,5,6,19,55,46,-5.46,-35.69,0.0,20,3.6,1,I,-,,MR,4.09,3.3,0.3,RN,J. Camara,(IAG;UnB),Mw(mb)
604,1989,5,7,6,38,0,-24.77,-46.47,0.0,50,2.0,1,I,-,,MR,2.73,1.5,0.3,SP,Plataforma,(IPT),Mw(mb)
605,1989,5,9,1,46,8,-20.3,-43.44,0.0,15,3.4,1,I,-,,MR,3.92,3.1,0.3,MG,Mariana,(UnB;IAG;IPT;ON),Mw(mb)
606,1989,5,9,6,38,36,-12.3,-38.59,0.0,20,2.2,1,I,-,,MR,2.9,1.7,0.3,BA,T. Sampaio,(IAG),Mw(mb)
607,1989,5,13,7,20,46,-4.81,-37.97,0.0,10,3.0,1,I,-,,MR,3.58,2.6,0.3,CE,Palhano,(IAG),Mw(mb)
608,1989,5,13,7,27,32,-4.81,-37.97,0.0,10,3.2,1,I,-,,MR,3.75,2.8,0.3,CE,Palhano,(IAG),Mw(mb)
609,1989,5,22,21,9,46,-5.46,-35.69,0.0,20,3.0,1,I,-,,MR,3.58,2.6,0.3,RN,J. Camara,(IAG),Mw(mb)
610,1989,5,23,22,57,58,-20.73,-47.75,0.0,5,3.2,1,I,4-5,0.3,MR,3.75,2.7,0.33,SP,Nuporanga,(IAG;UnB;IPT),0.7Mw(mb)+0.3Mw(Af)
611,1989,5,26,22,55,28,-4.81,-37.97,0.0,5,4.1,1,I,5-6,,MR,4.515,3.8,0.3,CE,Palhano,(IAG;UnB;UFRN),Mw(mb)
612,1989,6,1,21,40,0,-20.73,-48.07,0.0,0,3.0,4,C,4,,M(Io),3.58,2.6,0.6,SP,Morro Agudo,(IAG),Mw(mb(I0))
613,1989,6,6,12,25,31,-1.55,-64.75,0.0,100,3.8,1,I,-,,MR,4.26,3.5,0.3,AM,Rio Cuiuni,(UnB),Mw(mb)
614,1989,7,4,6,23,40,-24.87,-46.81,0.0,50,2.0,1,I,-,,MR,2.73,1.5,0.3,SP,Plataforma,(IPT),Mw(mb)
615,1989,7,5,3,29,14,-23.37,-45.67,0.0,10,2.8,1,I,-,,MR,3.41,2.4,0.3,SP,Paraibuna,(IPT;IAG),Mw(mb)
616,1989,7,9,22,26,52,-24.3,-43.03,0.0,20,2.3,1,I,-,,MR,2.985,1.8,0.3,SP,Plataforma,(IPT;ON;IAG),Mw(mb)
617,1989,7,10,6,28,35,-22.45,-43.95,0.0,20,2.0,1,I,-,,MR,2.73,1.5,0.3,RJ,V. Redonda,(IPT;ON;IAG),Mw(mb)
618,1989,7,13,11,16,59,-15.54,-51.07,0.0,100,3.0,1,I,5,,MR,3.58,2.6,0.3,MT,Cocalinho,(UnB),Mw(mb)
619,1989,7,19,13,36,37,-23.78,-41.59,0.0,30,2.4,1,I,-,,MR,3.07,1.9,0.3,RJ,Plataforma,(IPT;IAG;ON),Mw(mb)
620,1989,7,28,13,0,0,-27.94,-50.8,0.0,0,3.2,4,C,4-5,,M(Io),3.75,2.9,0.6,SC,Campo B. Sul,(Prefeitura Municipal),Mw(mb(I0))
621,1989,8,1,17,20,19,-10.18,-59.28,0.0,50,3.6,1,I,-,,MR,4.09,3.3,0.3,MT,Rio Aripuana,(UnB),Mw(mb)
622,1989,8,3,2,33,21,-21.83,-45.24,0.0,20,2.2,1,I,-,,MR,2.9,1.7,0.3,MG,Cambuquira,(IPT;IAG),Mw(mb)
623,1989,8,3,16,5,13,-4.94,-40.24,0.0,70,2.8,1,I,-,,MR,3.41,2.4,0.3,CE,M. Tabosa,(UFRN;IAG;UnB),Mw(mb)
624,1989,8,7,19,42,0,-20.94,-43.54,0.0,40,2.0,1,I,-,,MR,2.73,1.5,0.3,MG,Barbacena,(IPT;IAG) Explosao ?,Mw(mb)
625,1989,8,11,15,50,41,-24.19,-43.56,0.0,100,3.2,1,I,-,,MR,3.75,2.8,0.3,RJ,Plataforma,(IPT;ON;IAG),Mw(mb)
626,1989,8,26,16,5,47,-4.81,-37.97,0.0,5,3.8,1,I,-,,MR,4.26,3.5,0.3,CE,Palhano,(IAG;UnB),Mw(mb)
627,1989,8,28,8,6,26,-4.81,-37.97,0.0,5,3.9,1,I,-,,MR,4.345,3.6,0.3,CE,Palhano,(IAG;UFRN;UnB),Mw(mb)
628,1989,9,4,6,17,2,-23.41,-41.56,0.0,100,3.1,1,I,-,,MR,3.665,2.7,0.3,RJ,Plataforma,(IAG;IPT;ON),Mw(mb)
629,1989,9,27,3,56,28,-5.81,-36.91,0.0,5,2.0,1,I,-,,MR,2.73,1.5,0.3,RN,N. S. Rafael,(UFRN) Sismo Induzido ?,Mw(mb)
630,1989,9,27,6,35,14,-5.81,-36.91,0.0,5,2.3,1,C,3-4,,MR,2.985,1.8,0.3,RN,N. S. Rafael,(UFRN) Sismo Induzido ?,Mw(mb)
631,1989,9,27,6,50,5,-5.81,-36.91,0.0,5,2.0,1,C,-,,MR,2.73,1.5,0.3,RN,N. S. Rafael,(UFRN) Sismo Induzido ?,Mw(mb)
632,1989,10,17,10,45,59,-4.81,-37.97,0.0,5,3.6,1,I,-,,MR,4.09,3.3,0.3,CE,Palhano,(IAG;UFRN;UnB),Mw(mb)
633,1989,10,17,15,2,48,-4.81,-37.97,0.0,5,4.2,1,I,-,,MR,4.6,3.9,0.3,CE,Palhano,(IAG;UFRN),Mw(mb)
634,1989,10,17,15,8,26,-4.81,-37.97,0.0,5,3.5,1,I,-,,MR,4.005,3.2,0.3,CE,Palhano,(IAG;UFRN),Mw(mb)
635,1989,10,17,15,26,34,-4.81,-37.97,0.0,10,3.1,1,I,-,,MR,3.665,2.7,0.3,CE,Palhano,(IAG),Mw(mb)
636,1989,10,18,15,31,6,-4.81,-37.97,0.0,10,3.0,1,I,-,,MR,3.58,2.6,0.3,CE,Palhano,(IAG),Mw(mb)
637,1989,10,19,4,17,0,-20.73,-47.75,0.0,0,2.6,4,C,3,,M(Io),3.24,2.1,0.6,SP,Nuporanga,(Pref.Mun.; TVS) 3 tremores,Mw(mb(I0))
638,1989,10,21,2,58,55,-26.55,-55.7,0.0,30,2.8,1,I,-,,MR,3.41,2.4,0.3,PY,Paraguai,(UnB;IAG),Mw(mb)
639,1989,11,6,15,14,0,-7.08,-41.44,0.0,0,2.6,4,C,3,,M(Io),3.24,2.1,0.6,PI,Picos,(UnB;Pref. Municipal),Mw(mb(I0))
640,1989,11,26,11,21,26,-0.24,-49.86,0.0,20,4.0,1,I,3-4,,MR,4.43,3.7,0.3,PA,Chaves,(UnB;IAG;J.Est.S.Paulo),Mw(mb)
641,1989,11,29,18,14,15,-24.98,-50.59,0.0,30,2.6,1,I,-,,MR,3.24,2.2,0.3,PR,Ponta Grossa,(IPT) Explosao ?,Mw(mb)
642,1989,12,12,14,50,45,-23.37,-45.67,0.0,10,2.0,1,I,-,,MR,2.73,1.5,0.3,SP,Paraibuna,(IPT;IAG),Mw(mb)
643,1989,12,18,11,46,26,-19.95,-47.16,0.0,20,3.4,1,I,4,,MR,3.92,3.1,0.3,MG,Sacramento,(IPT;UnB;IAG),Mw(mb)
644,1989,12,27,19,26,13,-3.76,-40.83,0.0,30,3.2,1,I,4-5,0.6,MR,3.75,2.8,0.33,CE,Frecheirinha,(UFRN;IAG),0.7Mw(mb)+0.3Mw(Af)
645,1990,1,11,1,30,0,-32.68,-55.58,0.0,20,2.8,4,C,3,,M(Io),3.41,2.1,0.6,UR,La_Paloma; Durazno,(Benavidez 1998) H.L.=22:30,Mw(mb(I0))
646,1990,1,19,22,5,15,-19.95,-47.16,0.0,10,4.2,1,B,5-6,5.0,MR,4.6,3.7,0.33,MG,Sacramento,(IPT;UnB;IAG;ON;UNESP),0.7Mw(mb)+0.3Mw(Af)
647,1990,2,12,23,56,39,-31.19,-48.92,13.0,30,5.2,2,I,-,,M(bR),5.45,5.1,0.3,RS,Margem Cont.,(USGS mb=5.5;IAG;UnB;IPT;UNESP) P.Alegre,Mw(mb)
648,1990,3,1,21,59,59,-14.57,-44.12,1.0,1,3.1,1,I,4,0.5,MR,3.665,2.7,0.33,MG,Manga,(UnB;IAG),0.7Mw(mb)+0.3Mw(Af)
649,1990,3,2,7,10,29,-14.57,-44.12,1.0,1,2.7,1,I,-,,MR,3.325,2.3,0.3,MG,Manga,(UnB;IAG),Mw(mb)
650,1990,3,8,21,1,32,-15.5,-40.91,1.0,2,3.1,1,I,4,0.1,MR,3.665,2.5,0.33,BA,Encruzilhada,(UnB;IAG),0.7Mw(mb)+0.3Mw(Af)
651,1990,3,9,12,53,29,-15.5,-40.91,1.0,2,2.9,1,I,-,,MR,3.495,2.5,0.3,BA,Encruzilhada,(UnB;IAG),Mw(mb)
652,1990,3,28,22,29,49,-21.9,-46.84,0.0,20,2.7,1,I,-,,MR,3.325,2.3,0.3,SP,S.J.B. Vista,(IPT;IAG),Mw(mb)
653,1990,4,25,4,35,0,-24.33,-50.54,0.0,50,2.1,1,I,-,,MR,2.815,1.6,0.3,PR,Telem. Borba,(IPT),Mw(mb)
654,1990,4,30,5,31,4,-12.55,-40.3,0.0,10,2.9,1,C,4-5,,MR,3.495,2.5,0.3,BA,Itaberaba,(IAG;UnB) dois eventos,Mw(mb)
655,1990,5,30,8,0,24,-25.73,-44.72,0.0,50,3.1,1,I,-,,MR,3.665,2.7,0.3,PR,Margem Cont.,(IPT;IAG;UNESP),Mw(mb)
656,1990,6,1,6,55,57,-19.95,-47.16,0.0,20,2.6,1,I,2,,MR,3.24,2.2,0.3,MG,Sacramento,(IAG;UnB;IPT),Mw(mb)
657,1990,6,5,2,20,34,-21.27,-46.04,0.0,20,2.5,1,I,-,,MR,3.155,2.0,0.3,MG,Alfenas,(IAG;IPT;UnB;UNESP),Mw(mb)
658,1990,6,10,3,40,29,-21.23,-46.02,0.0,20,2.9,1,I,4,,MR,3.495,2.5,0.3,MG,Alfenas,(IAG;IPT;UnB;UNESP),Mw(mb)
659,1990,6,13,16,35,3,-5.81,-36.91,0.0,5,2.6,1,C,-,,MR,3.24,2.2,0.3,RN,N. S. Rafael,(UFRN) Sismo Induzido,Mw(mb)
660,1990,6,13,21,57,36,-5.81,-36.91,0.0,5,2.1,1,C,-,,MR,2.815,1.6,0.3,RN,N. S. Rafael,(UFRN) Sismo Induzido,Mw(mb)
661,1990,6,19,17,38,1,-25.49,-44.98,0.0,50,2.0,1,I,-,,MR,2.73,1.5,0.3,PR,Margem Cont.,(IPT;IAG),Mw(mb)
662,1990,6,29,3,36,20,-22.26,-45.92,0.0,15,2.1,1,I,-,,MR,2.815,1.6,0.3,MG,Pouso Alegre,(IPT;IAG),Mw(mb)
663,1990,7,11,20,4,12,-20.11,-44.62,0.0,40,2.8,1,I,-,,MR,3.41,2.4,0.3,MG,Divinopolis,(UnB),Mw(mb)
664,1990,7,12,21,1,3,-21.86,-46.92,0.0,30,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,SJBoa Vista,(UnB; IPT; IAG),Mw(mb)
665,1990,7,24,11,33,24,-5.82,-36.88,2.0,3,2.2,1,I,2-3,,MR,2.9,1.7,0.3,RN,N. S. Rafael,(UFRN) Sismo Induzido,Mw(mb)
666,1990,7,28,18,5,23,-25.31,-44.52,0.0,50,2.9,1,I,-,,MR,3.495,2.5,0.3,PR,Margem Cont.,(IAG; IPT),Mw(mb)
667,1990,8,21,5,12,41,-11.79,-48.27,0.0,30,3.5,1,I,5,,MR,4.005,3.2,0.3,TO,Natividade,(UnB; IAG; UNESP),Mw(mb)
668,1990,8,21,5,41,52,-11.91,-48.25,0.0,30,3.6,1,I,5,3.8,MR,4.09,3.2,0.33,TO,Natividade,(UnB; IAG; UNESP),0.7Mw(mb)+0.3Mw(Af)
669,1990,9,1,15,46,30,-23.17,-46.06,0.0,5,2.9,1,I,-,,MR,3.495,2.5,0.3,SP,Igarata',(IPT;IAG) varios de 24/08 a 11/09,Mw(mb)
670,1990,9,7,1,56,39,-21.32,-40.41,0.0,20,2.7,1,I,-,,MR,3.325,2.3,0.3,RJ,Margem Cont.,(IAG),Mw(mb)
671,1990,9,7,23,39,41,-5.65,-35.85,3.0,5,2.8,1,I,-,,MR,3.41,2.4,0.3,RN,Joao Camara,(UFRN; IAG),Mw(mb)
672,1990,9,8,2,58,11,-7.51,-73.28,10.0,50,4.0,5,I,-,,Ind,4.43,2.4,0.3,AC,Cruzeiro Sul,(USGS),Mw(mb)
673,1990,9,8,4,34,6,-20.9,-48.69,0.0,30,2.3,1,I,-,,MR,2.985,1.8,0.3,SP,W-Bebedouro,(IAG; IPT; UNESP),Mw(mb)
674,1990,9,9,11,24,20,-5.65,-35.85,3.0,5,3.0,1,I,-,,MR,3.58,2.6,0.3,RN,Joao Camara,(UFRN; IAG),Mw(mb)
675,1990,9,12,20,34,18,-5.65,-35.85,3.0,5,3.2,1,I,-,,MR,3.75,2.8,0.3,RN,Joao Camara,(UFRN; IAG),Mw(mb)
676,1990,9,13,14,24,2,-5.82,-36.88,2.0,3,2.1,1,I,2-3,,MR,2.815,1.6,0.3,RN,N. S. Rafael,(UFRN) Sismo Induzido,Mw(mb)
677,1990,9,24,15,25,18,-5.65,-35.85,3.0,5,3.7,1,I,5,,MR,4.175,3.4,0.3,RN,Joao Camara,(UFRN; IAG),Mw(mb)
678,1990,10,2,9,44,3,-4.33,-38.47,0.0,20,2.0,1,I,-,,MR,2.73,1.5,0.3,CE,Pacajus,(IAG; UFRN; UnB),Mw(mb)
679,1990,10,15,6,27,23,-5.72,-39.48,0.0,30,2.5,1,I,-,,MR,3.155,2.0,0.3,CE,Mombaca,(IAG;UFRN),Mw(mb)
680,1990,10,27,6,5,15,-5.85,-36.9,2.0,30,2.2,1,I,-,,MR,2.9,1.7,0.3,RN,N.S.Rafael,(UFRN;IAG;UnB),Mw(mb)
681,1990,11,1,19,26,2,-5.64,-39.67,0.0,30,2.1,1,I,-,,MR,2.815,1.6,0.3,CE,Mombaca,(UFRN;IAG),Mw(mb)
682,1990,11,3,10,46,14,-5.65,-35.85,3.0,5,3.1,1,I,-,,MR,3.665,2.7,0.3,RN,Joao Camara,(UFRN;IAG),Mw(mb)
683,1990,11,10,21,43,3,-5.9,-37.3,4.0,5,2.1,1,I,3-4,,MR,2.815,1.6,0.3,RN,A. Severo,(UFRN;IAG),Mw(mb)
684,1990,11,11,4,37,55,-5.9,-37.3,4.0,5,2.3,1,I,3-4,0.7,MR,2.985,2.1,0.33,RN,Augusto Severo,(UFRN;IAG),0.7Mw(mb)+0.3Mw(Af)
685,1990,11,12,2,5,24,-17.82,-41.46,0.0,30,2.4,1,I,-,,MR,3.07,1.9,0.3,MG,TeofiloOtoni,(IAG),Mw(mb)
686,1990,11,13,13,53,27,-6.71,-36.34,0.0,100,2.6,1,I,-,,MR,3.24,2.2,0.3,PB,B. Sta. Rosa,(UFRN;IAG),Mw(mb)
687,1990,11,23,4,49,29,-9.31,-36.42,0.0,80,2.5,1,I,-,,MR,3.155,2.0,0.3,AL,P.dos Indios,(IAG),Mw(mb)
688,1990,12,5,3,7,52,-12.84,-47.5,0.0,30,3.0,1,I,-,,MR,3.58,2.6,0.3,GO,Parana,(UnB;IAG),Mw(mb)
689,1990,12,5,3,20,23,-12.84,-47.5,0.0,30,2.4,1,I,-,,MR,3.07,1.9,0.3,GO,Parana,(UnB;IAG),Mw(mb)
690,1990,12,9,7,56,19,-23.38,-45.63,0.0,5,2.0,1,I,-,,MR,2.73,1.5,0.3,SP,Paraibuna,(IPT;IAG),Mw(mb)
691,1990,12,19,2,5,55,-11.18,-40.37,0.0,30,2.1,1,I,-,,MR,2.815,1.6,0.3,BA,Jacobina,(IAG),Mw(mb)
692,1990,12,29,21,19,34,-17.07,-44.04,0.0,50,2.9,1,I,-,,MR,3.495,2.5,0.3,MG,Bocaiuva,(IAG;UnB;IPT;UNESP),Mw(mb)
693,1991,2,8,21,13,14,-6.06,-38.49,0.0,30,2.8,1,I,-,,MR,3.41,2.4,0.3,CE,Pereiro,(IAG;UFRN;UnB),Mw(mb)
694,1991,2,17,9,34,33,-6.06,-38.49,0.0,30,2.1,1,I,-,,MR,2.815,1.6,0.3,CE,Pereiro,(IAG;UFRN;UnB),Mw(mb)
695,1991,2,21,20,33,42,-21.76,-43.36,0.0,2,2.6,4,C,3,,M(Io),3.24,2.1,0.6,MG,Juiz de Fora,(IAG),Mw(mb(I0))
696,1991,2,25,11,7,15,-23.4,-45.63,0.0,5,2.3,1,I,3-4,,MR,2.985,1.8,0.3,SP,Paraibuna,(IPT;IAG),Mw(mb)
697,1991,3,14,3,5,9,-10.61,-38.74,0.0,30,2.2,1,I,-,,MR,2.9,1.7,0.3,BA,E. da Cunha,(IAG;UnB) dois evts.,Mw(mb)
698,1991,3,21,17,8,19,-22.19,-51.36,0.0,10,2.0,4,I,-,,M(Io),2.73,,0.6,SP,P. Prudente,(IAG;UNESP;IPT),Mw(mb(I0))
699,1991,3,21,18,3,50,-22.19,-51.36,0.0,10,2.2,4,I,-,,M(Io),2.9,,0.6,SP,P. Prudente,(IAG;UNESP;IPT),Mw(mb(I0))
700,1991,3,22,18,4,43,-22.19,-51.36,0.0,10,2.4,1,I,5,0.06,MR,3.07,1.9,0.33,SP,P. Prudente,(IAG;UNESP;IPT),0.7Mw(mb)+0.3Mw(Af)
701,1991,3,24,2,38,56,-23.0,-44.22,0.0,2,2.0,4,C,3-4,,M(Io),2.73,2.4,0.6,RJ,Monsuaba,(IAG),Mw(mb(I0))
702,1991,4,14,15,45,0,-9.75,-37.42,0.0,5,2.0,4,C,4-5,,M(Io),2.73,2.9,0.6,AL,P. de Acucar,(IAG;UnB) 3 eventos,Mw(mb(I0))
703,1991,4,19,6,10,0,-15.5,-40.91,0.0,2,3.0,4,I,3-4,,M(Io),3.58,2.4,0.6,BA,Encruzilhada,(UnB),Mw(mb(I0))
704,1991,4,19,10,12,48,-3.93,-39.87,10.0,5,4.9,2,I,6-7,200.0,M(bR),5.195,4.7,0.33,CE,Iraucuba,(ISC mb=4.8;UnB;UFRN;IAG; Ferreira_etal 1,0.7Mw(mb)+0.3Mw(Af)
705,1991,4,26,14,14,29,-5.46,-35.69,0.0,10,3.5,1,I,-,,MR,4.005,3.2,0.3,RN,Joao Camara,(UFRN;IAG;UnB),Mw(mb)
706,1991,5,5,21,7,57,-15.08,-39.4,0.0,50,2.8,1,I,-,,MR,3.41,2.4,0.3,BA,Buerarema,(IAG),Mw(mb)
707,1991,5,9,19,29,44,-21.33,-46.15,0.0,5,2.5,1,I,-,,MR,3.155,2.0,0.3,MG,Areado,(UnB;IPT;IAG) dezenas de JAN. a JUN.,Mw(mb)
708,1991,5,12,6,50,44,-9.02,-41.75,0.0,50,2.9,1,I,-,,MR,3.495,2.5,0.3,PI,Curral Novo,(IAG),Mw(mb)
709,1991,5,16,8,27,24,-24.85,-46.26,0.0,30,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,Margem Cont.,(IPT;IAG),Mw(mb)
710,1991,5,27,5,55,9,-4.36,-40.33,1.0,1,2.4,1,I,-,,MR,3.07,1.9,0.3,CE,Hidrolandia,(UFRN;IAG;UnB),Mw(mb)
711,1991,8,2,8,3,45,-13.95,-49.95,0.0,80,2.3,1,I,-,,MR,2.985,1.8,0.3,GO,Porangatu,(UnB),Mw(mb)
712,1991,8,25,2,35,37,-13.15,-52.34,0.0,80,2.9,1,I,-,,MR,3.495,2.5,0.3,MT,Rio Tanguro,(UnB),Mw(mb)
713,1991,9,3,20,46,53,-24.6,-48.43,0.0,30,2.8,1,I,4-5,,MR,3.41,2.4,0.3,SP,Barra do Turvo,(IAG;IPT;UnB;UNESP),Mw(mb)
714,1991,9,6,3,35,47,-19.95,-47.16,0.0,30,2.3,1,I,-,,MR,2.985,1.8,0.3,MG,Sacramento,(UnB;IAG),Mw(mb)
715,1991,9,6,19,12,21,-21.77,-46.26,0.0,20,2.1,1,I,-,,MR,2.815,1.6,0.3,MG,Campestre,(UnB;IAG),Mw(mb)
716,1991,9,6,19,45,20,-8.28,-36.02,0.0,5,2.0,1,I,-,,MR,2.73,1.5,0.3,PE,Caruaru,(UnB;IAG),Mw(mb)
717,1991,9,6,21,54,50,-19.72,-45.61,0.0,50,2.9,1,I,-,,MR,3.495,2.5,0.3,MG,Bom Despacho,(UnB;IAG),Mw(mb)
718,1991,9,11,3,55,19,-12.84,-38.65,0.0,20,2.3,1,I,-,,MR,2.985,1.8,0.3,BA,Itaparica,(IAG),Mw(mb)
719,1991,9,13,19,56,41,-8.28,-36.02,0.0,5,2.1,1,I,-,,MR,2.815,1.6,0.3,PE,Caruaru,(UnB;IAG),Mw(mb)
720,1991,9,14,9,44,6,-17.93,-44.25,0.0,30,2.3,1,I,-,,MR,2.985,1.8,0.3,MG,Buenopolis,(UnB;IAG),Mw(mb)
721,1991,9,17,8,24,26,-11.73,-40.57,0.0,40,2.4,1,I,-,,MR,3.07,1.9,0.3,BA,Mundo Novo,(IAG;UnB)  varios evts.,Mw(mb)
722,1991,9,17,22,56,6,-21.33,-46.15,1.0,1,2.7,1,I,4,,MR,3.325,2.3,0.3,MG,Areado,(UnB;IAG;IPT),Mw(mb)
723,1991,9,21,18,27,37,-8.28,-36.02,0.0,5,2.5,1,I,-,,MR,3.155,2.0,0.3,PE,Caruaru,(UnB;IAG),Mw(mb)
724,1991,9,30,5,5,50,-21.33,-46.15,1.0,1,2.2,1,I,3-4,,MR,2.9,1.7,0.3,MG,Areado,(UnB;IAG;IPT),Mw(mb)
725,1991,9,30,14,54,1,-21.33,-46.15,1.0,1,2.3,1,I,3-4,,MR,2.985,1.8,0.3,MG,Areado,(UnB;IAG;IPT),Mw(mb)
726,1991,10,6,4,22,29,-21.33,-46.15,1.0,1,2.1,4,I,2,,M(Io),2.815,1.6,0.6,MG,Areado,(UnB;IAG),Mw(mb(I0))
727,1991,10,7,15,46,37,-24.12,-43.01,0.0,30,3.0,1,I,-,,MR,3.58,2.6,0.3,SP,Margem Cont.,(IAG;IPT),Mw(mb)
728,1991,10,10,18,30,0,-23.0,-44.22,0.0,2,2.6,4,C,3,,M(Io),3.24,2.1,0.6,RJ,Monsuaba,(IAG) Serie de evts.,Mw(mb(I0))
729,1991,10,11,5,59,33,-21.33,-46.15,1.0,1,2.0,1,I,3,,MR,2.73,1.5,0.3,MG,Areado,(UnB;IAG;IPT),Mw(mb)
730,1991,10,11,21,11,23,-21.33,-46.15,1.0,1,2.1,4,I,2,,M(Io),2.815,1.6,0.6,MG,Areado,(UnB),Mw(mb(I0))
731,1991,10,12,8,27,27,-21.33,-46.15,1.0,1,2.1,1,I,3-4,,MR,2.815,1.6,0.3,MG,Areado,(UnB;IAG;IPT),Mw(mb)
732,1991,10,15,10,33,0,-9.56,-40.28,0.0,20,2.0,1,I,-,,MR,2.73,1.5,0.3,BA,C. do Sertao,(IAG),Mw(mb)
733,1991,11,13,18,14,25,-22.88,-49.83,0.0,20,3.0,1,I,4,,MR,3.58,2.6,0.3,SP,S.Pedro do Turvo,(IAG;UnB;UNESP),Mw(mb)
734,1991,11,15,13,16,37,-23.94,-46.41,0.0,20,2.7,1,I,-,,MR,3.325,2.3,0.3,SP,Sao Vicente,(IAG),Mw(mb)
735,1991,11,22,8,5,55,-12.91,-38.67,0.0,20,2.2,1,I,4-5,,MR,2.9,1.7,0.3,BA,Ilha de Itaparica,(IAG),Mw(mb)
736,1991,11,27,16,44,54,-20.57,-45.73,0.0,10,2.4,1,I,-,,MR,3.07,1.9,0.3,MG,Pontevila,(UnB;IAG),Mw(mb)
737,1991,11,29,7,14,12,-19.83,-46.16,0.0,40,2.4,1,I,-,,MR,3.07,1.9,0.3,MG,Campos Altos,(IAG;UnB),Mw(mb)
738,1991,12,4,12,15,3,-22.67,-50.75,0.0,5,2.9,1,I,-,,MR,3.495,2.5,0.3,SP,Cruzalia,(IPT;IAG;UNESP)Induzido?,Mw(mb)
