"YEAR","MO","DD","HH","MI","SS","LATITUDE","LONG.","DEPTH","ERR","MAG","MT","Q","Io","Area","M_TYPE","MW_SCOR","MW_BRProxy","s_MW_BRProxy","ST","Locality","(Reference) Comments"
1989,11,29,18,14,15,-24.98,-50.59,0,30,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"PR","Ponta Grossa","(IPT) Explosao ?"
1989,12,12,14,50,45,-23.37,-45.67,0,10,2,1,"I","-",,"MR",2.7,1.5,0.3,"SP","Paraibuna","(IPT;IAG)"
1989,12,18,11,46,26,-19.95,-47.16,0,20,3.4,1,"I","4",,"MR",3.9,3.1,0.3,"MG","Sacramento","(IPT;UnB;IAG)"
1989,12,27,19,26,13,-3.76,-40.83,0,30,3.2,1,"I","4-5",0.6,"MR",3.8,2.8,0.3,"CE","Frecheirinha","(UFRN;IAG)"
1990,1,11,1,30,0,-32.68,-55.58,0,20,2.8,4,"C","3",,"M(Io)",3.4,2.8,0.6,"UR","La_Paloma; Durazno","(Benavidez 1998) H.L.=22:30"
1990,1,19,22,5,15,-19.95,-47.16,0,10,4.2,1,"B","5-6",5,"MR",4.6,3.8,0.3,"MG","Sacramento","(IPT;UnB;IAG;ON;UNESP)"
1990,2,12,23,56,39,-31.19,-48.92,13,30,5.2,2,"I","-",,"M(bR)",5.5,5.1,0.3,"RS","Margem Cont.","(USGS mb=5.5;IAG;UnB;IPT;UNESP) P.Alegre"
1990,3,1,21,59,59,-14.57,-44.12,1,1,3.1,1,"I","4",0.5,"MR",3.7,2.7,0.3,"MG","Manga","(UnB;IAG)"
1990,3,2,7,10,29,-14.57,-44.12,1,1,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"MG","Manga","(UnB;IAG)"
1990,3,8,21,1,32,-15.5,-40.91,1,2,3.1,1,"I","4",0.1,"MR",3.7,2.6,0.3,"BA","Encruzilhada","(UnB;IAG)"
1990,3,9,12,53,29,-15.5,-40.91,1,2,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"BA","Encruzilhada","(UnB;IAG)"
1990,3,28,22,29,49,-21.9,-46.84,0,20,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"SP","S.J.B. Vista","(IPT;IAG)"
1990,4,25,4,35,,-24.33,-50.54,0,50,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"PR","Telem. Borba","(IPT)"
1990,4,30,5,31,4,-12.55,-40.3,0,10,2.9,1,"C","4-5",,"MR",3.5,2.5,0.3,"BA","Itaberaba","(IAG;UnB) dois eventos"
1990,5,30,8,0,24,-25.73,-44.72,0,50,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"PR","Margem Cont.","(IPT;IAG;UNESP)"
1990,6,1,6,55,57,-19.95,-47.16,0,20,2.6,1,"I","2",,"MR",3.2,2.2,0.3,"MG","Sacramento","(IAG;UnB;IPT)"
1990,6,5,2,20,34,-21.27,-46.04,0,20,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"MG","Alfenas","(IAG;IPT;UnB;UNESP)"
1990,6,10,3,40,29,-21.23,-46.02,0,20,2.9,1,"I","4",,"MR",3.5,2.5,0.3,"MG","Alfenas","(IAG;IPT;UnB;UNESP)"
1990,6,13,16,35,3,-5.81,-36.91,0,5,2.6,1,"C","-",,"MR",3.2,2.2,0.3,"RN","N. S. Rafael","(UFRN) Sismo Induzido"
1990,6,13,21,57,36,-5.81,-36.91,0,5,2.1,1,"C","-",,"MR",2.8,1.6,0.3,"RN","N. S. Rafael","(UFRN) Sismo Induzido"
1990,6,19,17,38,1,-25.49,-44.98,0,50,2,1,"I","-",,"MR",2.7,1.5,0.3,"PR","Margem Cont.","(IPT;IAG)"
1990,6,29,3,36,20,-22.26,-45.92,0,15,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"MG","Pouso Alegre","(IPT;IAG)"
1990,7,11,20,4,12,-20.11,-44.62,0,40,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"MG","Divinopolis","(UnB)"
1990,7,12,21,1,3,-21.86,-46.92,0,30,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","SJBoa Vista","(UnB; IPT; IAG)"
1990,7,24,11,33,24,-5.82,-36.88,2,3,2.2,1,"I","2-3",,"MR",2.9,1.7,0.3,"RN","N. S. Rafael","(UFRN) Sismo Induzido"
1990,7,28,18,5,23,-25.31,-44.52,0,50,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"PR","Margem Cont.","(IAG; IPT)"
1990,8,21,5,12,41,-11.79,-48.27,0,30,3.5,1,"I","5",,"MR",4.0,3.2,0.3,"TO","Natividade","(UnB; IAG; UNESP)"
1990,8,21,5,41,52,-11.91,-48.25,0,30,3.6,1,"I","5",3.8,"MR",4.1,3.3,0.3,"TO","Natividade","(UnB; IAG; UNESP)"
1990,9,1,15,46,30,-23.17,-46.06,0,5,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"SP","Igarata'","(IPT;IAG) varios de 24/08 a 11/09"
1990,9,7,1,56,39,-21.32,-40.41,0,20,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"RJ","Margem Cont.","(IAG)"
1990,9,7,23,39,41,-5.65,-35.85,3,5,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"RN","Joao Camara","(UFRN; IAG)"
1990,9,8,2,58,11,-7.51,-73.28,10,50,4,5,"I","-",,"Ind",4.4,4.0,0.6,"AC","Cruzeiro Sul","(USGS)"
1990,9,8,4,34,6,-20.9,-48.69,0,30,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"SP","W-Bebedouro","(IAG; IPT; UNESP)"
1990,9,9,11,24,20,-5.65,-35.85,3,5,3,1,"I","-",,"MR",3.6,2.6,0.3,"RN","Joao Camara","(UFRN; IAG)"
1990,9,12,20,34,18,-5.65,-35.85,3,5,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"RN","Joao Camara","(UFRN; IAG)"
1990,9,13,14,24,2,-5.82,-36.88,2,3,2.1,1,"I","2-3",,"MR",2.8,1.6,0.3,"RN","N. S. Rafael","(UFRN) Sismo Induzido"
1990,9,24,15,25,18,-5.65,-35.85,3,5,3.7,1,"I","5",,"MR",4.2,3.4,0.3,"RN","Joao Camara","(UFRN; IAG)"
1990,10,2,9,44,3,-4.33,-38.47,0,20,2,1,"I","-",,"MR",2.7,1.5,0.3,"CE","Pacajus","(IAG; UFRN; UnB)"
1990,10,15,6,27,23,-5.72,-39.48,0,30,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"CE","Mombaca","(IAG;UFRN)"
1990,10,27,6,5,15,-5.85,-36.9,2,30,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"RN","N.S.Rafael","(UFRN;IAG;UnB)"
1990,11,1,19,26,2,-5.64,-39.67,0,30,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"CE","Mombaca","(UFRN;IAG)"
1990,11,3,10,46,14,-5.65,-35.85,3,5,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"RN","Joao Camara","(UFRN;IAG)"
1990,11,10,21,43,3,-5.9,-37.3,4,5,2.1,1,"I","3-4",,"MR",2.8,1.6,0.3,"RN","A. Severo","(UFRN;IAG)"
1990,11,11,4,37,55,-5.9,-37.3,4,5,2.3,1,"I","3-4",0.7,"MR",3.0,2.1,0.3,"RN","Augusto Severo","(UFRN;IAG)"
1990,11,12,2,5,24,-17.82,-41.46,0,30,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"MG","TeofiloOtoni","(IAG)"
1990,11,13,13,53,27,-6.71,-36.34,0,100,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"PB","B. Sta. Rosa","(UFRN;IAG)"
1990,11,23,4,49,29,-9.31,-36.42,0,80,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"AL","P.dos Indios","(IAG)"
1990,12,5,3,7,52,-12.84,-47.5,0,30,3,1,"I","-",,"MR",3.6,2.6,0.3,"GO","Parana","(UnB;IAG)"
1990,12,5,3,20,23,-12.84,-47.5,0,30,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"GO","Parana","(UnB;IAG)"
1990,12,9,7,56,19,-23.38,-45.63,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"SP","Paraibuna","(IPT;IAG)"
1990,12,19,2,5,55,-11.18,-40.37,0,30,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"BA","Jacobina","(IAG)"
1990,12,29,21,19,34,-17.07,-44.04,0,50,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"MG","Bocaiuva","(IAG;UnB;IPT;UNESP)"
1991,2,8,21,13,14,-6.06,-38.49,0,30,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"CE","Pereiro","(IAG;UFRN;UnB)"
1991,2,17,9,34,33,-6.06,-38.49,0,30,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"CE","Pereiro","(IAG;UFRN;UnB)"
1991,2,21,20,33,42,-21.76,-43.36,0,2,2.6,4,"C","3",,"M(Io)",3.2,2.6,0.6,"MG","Juiz de Fora","(IAG)"
1991,2,25,11,7,15,-23.4,-45.63,0,5,2.3,1,"I","3-4",,"MR",3.0,1.8,0.3,"SP","Paraibuna","(IPT;IAG)"
1991,3,14,3,5,9,-10.61,-38.74,0,30,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"BA","E. da Cunha","(IAG;UnB) dois evts."
1991,3,21,17,8,19,-22.19,-51.36,0,10,2,4,"I","-",,"M(Io)",2.7,2.0,0.6,"SP","P. Prudente","(IAG;UNESP;IPT)"
1991,3,21,18,3,50,-22.19,-51.36,0,10,2.2,4,"I","-",,"M(Io)",2.9,2.2,0.6,"SP","P. Prudente","(IAG;UNESP;IPT)"
1991,3,22,18,4,43,-22.19,-51.36,0,10,2.4,1,"I","5",0.06,"MR",3.1,2.0,0.3,"SP","P. Prudente","(IAG;UNESP;IPT)"
1991,3,24,2,38,56,-23,-44.22,0,2,2,4,"C","3-4",,"M(Io)",2.7,2.0,0.6,"RJ","Monsuaba","(IAG)"
1991,4,14,15,45,,-9.75,-37.42,0,5,2,4,"C","4-5",,"M(Io)",2.7,2.0,0.6,"AL","P. de Acucar","(IAG;UnB) 3 eventos"
1991,4,19,6,10,,-15.5,-40.91,0,2,3,4,"I","3-4",,"M(Io)",3.6,3.0,0.6,"BA","Encruzilhada","(UnB)"
1991,4,19,10,12,48.72,-3.93,-39.87,10,5,4.9,2,"I","6-7",200,"M(bR)",5.2,4.8,0.3,"CE","Iraucuba","(ISC mb=4.8;UnB;UFRN;IAG; Ferreira_etal 1"
1991,4,26,14,14,29,-5.46,-35.69,0,10,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"RN","Joao Camara","(UFRN;IAG;UnB)"
1991,5,5,21,7,57,-15.08,-39.4,0,50,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"BA","Buerarema","(IAG)"
1991,5,9,19,29,44,-21.33,-46.15,0,5,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"MG","Areado","(UnB;IPT;IAG) dezenas de JAN. a JUN."
1991,5,12,6,50,44,-9.02,-41.75,0,50,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"PI","Curral Novo","(IAG)"
1991,5,16,8,27,24,-24.85,-46.26,0,30,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","Margem Cont.","(IPT;IAG)"
1991,5,27,5,55,9,-4.36,-40.33,1,1,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"CE","Hidrolandia","(UFRN;IAG;UnB)"
1991,8,2,8,3,45,-13.95,-49.95,0,80,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"GO","Porangatu","(UnB)"
1991,8,25,2,35,37,-13.15,-52.34,0,80,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"MT","Rio Tanguro","(UnB)"
1991,9,3,20,46,53,-24.6,-48.43,0,30,2.8,1,"I","4-5",,"MR",3.4,2.4,0.3,"SP","Barra do Turvo","(IAG;IPT;UnB;UNESP)"
1991,9,6,3,35,47,-19.95,-47.16,0,30,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"MG","Sacramento","(UnB;IAG)"
1991,9,6,19,12,21,-21.77,-46.26,0,20,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"MG","Campestre","(UnB;IAG)"
1991,9,6,19,45,20,-8.28,-36.02,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"PE","Caruaru","(UnB;IAG)"
1991,9,6,21,54,50,-19.72,-45.61,0,50,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"MG","Bom Despacho","(UnB;IAG)"
1991,9,11,3,55,19,-12.84,-38.65,0,20,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"BA","Itaparica","(IAG)"
1991,9,13,19,56,41,-8.28,-36.02,0,5,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"PE","Caruaru","(UnB;IAG)"
1991,9,14,9,44,6,-17.93,-44.25,0,30,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"MG","Buenopolis","(UnB;IAG)"
1991,9,17,8,24,26,-11.73,-40.57,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"BA","Mundo Novo","(IAG;UnB)  varios evts."
1991,9,17,22,56,6,-21.33,-46.15,1,1,2.7,1,"I","4",,"MR",3.3,2.3,0.3,"MG","Areado","(UnB;IAG;IPT)"
1991,9,21,18,27,37,-8.28,-36.02,0,5,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"PE","Caruaru","(UnB;IAG)"
1991,9,30,5,5,50,-21.33,-46.15,1,1,2.2,1,"I","3-4",,"MR",2.9,1.7,0.3,"MG","Areado","(UnB;IAG;IPT)"
1991,9,30,14,54,1,-21.33,-46.15,1,1,2.3,1,"I","3-4",,"MR",3.0,1.8,0.3,"MG","Areado","(UnB;IAG;IPT)"
1991,10,6,4,22,29,-21.33,-46.15,1,1,2.1,4,"I","2",,"M(Io)",2.8,2.1,0.6,"MG","Areado","(UnB;IAG)"
1991,10,7,15,46,37,-24.12,-43.01,0,30,3,1,"I","-",,"MR",3.6,2.6,0.3,"SP","Margem Cont.","(IAG;IPT)"
1991,10,10,18,30,,-23,-44.22,0,2,2.6,4,"C","3",,"M(Io)",3.2,2.6,0.6,"RJ","Monsuaba","(IAG) Serie de evts."
1991,10,11,5,59,33,-21.33,-46.15,1,1,2,1,"I","3",,"MR",2.7,1.5,0.3,"MG","Areado","(UnB;IAG;IPT)"
1991,10,11,21,11,23,-21.33,-46.15,1,1,2.1,4,"I","2",,"M(Io)",2.8,2.1,0.6,"MG","Areado","(UnB)"
1991,10,12,8,27,27,-21.33,-46.15,1,1,2.1,1,"I","3-4",,"MR",2.8,1.6,0.3,"MG","Areado","(UnB;IAG;IPT)"
1991,10,15,10,33,0,-9.56,-40.28,0,20,2,1,"I","-",,"MR",2.7,1.5,0.3,"BA","C. do Sertao","(IAG)"
1991,11,13,18,14,25,-22.88,-49.83,0,20,3,1,"I","4",,"MR",3.6,2.6,0.3,"SP","S.Pedro do Turvo","(IAG;UnB;UNESP)"
1991,11,15,13,16,37,-23.94,-46.41,0,20,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"SP","Sao Vicente","(IAG)"
1991,11,22,8,5,55,-12.91,-38.67,0,20,2.2,1,"I","4-5",,"MR",2.9,1.7,0.3,"BA","Ilha de Itaparica","(IAG)"
1991,11,27,16,44,54,-20.57,-45.73,0,10,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"MG","Pontevila","(UnB;IAG)"
1991,11,29,7,14,12,-19.83,-46.16,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"MG","Campos Altos","(IAG;UnB)"
1991,12,4,12,15,3,-22.67,-50.75,0,5,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"SP","Cruzalia","(IPT;IAG;UNESP)Induzido?"
1991,12,5,19,4,17,-24.92,-49.58,0,50,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"PR","Acungui","(IAG;IPT)"
1991,12,13,2,30,4,-13.44,-46.3,0,20,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"GO","Sao Domingos","(UnB;IAG)"
1991,12,19,3,56,56,-14.45,-49.96,0,10,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"GO","Crixas","(UnB)"
1991,12,19,21,17,,-22.69,-50.77,0,5,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"SP","Cruzalia","(IPT)Induzido ?"
1992,1,1,20,15,26,-20.33,-44.58,0,20,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"MG","Crucilandia","(IPT;IAG;UnB) Explosao ?"
1992,1,7,19,24,35,-12.43,-38.69,0,70,2,1,"I","-",,"MR",2.7,1.5,0.3,"BA","Teodoroa Sampaio","(IAG)"
1992,1,17,18,32,20,-22.72,-51.1,0,3,3.1,1,"A","5",0.82,"MR",3.7,2.8,0.3,"SP","Iepe","(IPT;IAG;UnB) Induzido?"
1992,1,28,16,5,38,-20.99,-39.67,0,70,3.6,1,"I","-",,"MR",4.1,3.3,0.3,"ES","Margem Cont.","(IAG;IPT;UnB)"
1992,2,1,17,24,30,-26.91,-44.42,0,70,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"PR","Margem Cont.","(IAG;IPT)"
1992,2,4,23,32,2,-23.55,-42.42,0,150,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"SP","Margem Cont.","(IAG;IPT)"
1992,2,5,0,2,16,-24.3,-40.95,0,150,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"SP","Margem Cont.","(IAG;IPT)"
1992,2,6,7,38,47,-10.34,-36.89,0,30,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"SE","Capela","(IAG)"
1992,2,11,6,11,3,-24.47,-43.79,0,60,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"SP","Margem Cont.","(IAG;IPT)"
1992,2,17,5,14,20,-5.49,-35.72,0,5,3,1,"I","-",,"MR",3.6,2.6,0.3,"RN","Joao Camara","(UFRN;IAG;UnB)"
1992,3,2,6,6,37,-20.01,-47.27,0,20,3.6,1,"I","4",,"MR",4.1,3.3,0.3,"MG","Sacramento","(IAG;UnB;IPT;UNESP)"
1992,3,9,23,17,59,-24.56,-50.69,0,10,3.2,1,"A","4-5",1.9,"MR",3.8,2.9,0.3,"PR","Imbau","(IAG;COPEL;IPT;UnB)"
1992,3,15,2,17,54,-22.46,-42.75,0,30,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"RJ","Subaio","(IAG;IPT)"
1992,3,19,5,50,10,-24.59,-43.92,0,100,2,1,"I","-",,"MR",2.7,1.5,0.3,"SP","Margem Cont.","(IAG;IPT)"
1992,3,19,15,34,11,-24.99,-45.77,0,50,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"SP","Margem Cont.","(IAG;IPT)"
1992,4,13,23,31,9,-23.9,-45.37,0,50,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"SP","Ilhabela","(IAG;IPT)"
1992,4,17,21,28,8,-5.64,-35.85,0,5,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"RN","Joao Camara","(UFRN;IAG;UnB)"
1992,4,24,3,9,30,-26.85,-45.76,0,50,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"SC","Margem Cont.","(UnB;IPT;IAG;UNESP)"
1992,4,24,3,31,31,-26.77,-45.81,0,50,3.9,1,"I","-",,"MR",4.3,3.6,0.3,"SC","Margem Cont.","(UnB;IPT;IAG;UNESP)"
1992,6,8,3,36,21,-21.33,-46.15,0,5,2.2,1,"I","4",,"MR",2.9,1.7,0.3,"MG","Areado","(UnB;IPT;IAG)"
1992,6,9,10,27,55,-13.55,-39.83,0,40,3,1,"I","-",,"MR",3.6,2.6,0.3,"BA","Jaguaquara","(IAG;UnB)"
1992,6,9,22,22,24,-21.22,-43.84,0,10,3.7,1,"I","5",,"MR",4.2,3.4,0.3,"MG","Barbacena","(IAG;IPT;UnB)"
1992,6,16,2,50,38,1.53,-41.57,0,30,4.7,2,"I","-",,"M(bR)",5.0,4.5,0.3,"PI","Margem Cont.","(h=33N GS;UFRN;IAG;UnB)"
1992,6,18,23,17,13,-21.33,-46.15,0,5,2.9,1,"I","4",,"MR",3.5,2.5,0.3,"MG","Areado","(UnB;IAG;UNESP) 2 evtos."
1992,6,29,13,42,,-19.95,-44.16,0,5,2.1,1,"I","3-4",,"MR",2.8,1.6,0.3,"MG","Betim","(IAG;UnB)"
1992,6,29,23,31,51,-19.95,-44.16,0,5,2.6,1,"I","4-5",,"MR",3.2,2.2,0.3,"MG","Betim","(IAG;IPT;UnB)"
1992,7,5,7,34,17,-22.03,-51.31,0,20,3.2,1,"I","5",,"MR",3.8,2.8,0.3,"SP","Pres. Prudente","(UNESP;IPT;IAG;UnB)"
1992,7,5,9,55,40,-21.09,-43.66,0,10,3.1,1,"I","3-4",,"MR",3.7,2.7,0.3,"MG","Barbacena","(IPT;IAG;UnB)"
1992,7,12,4,12,35,-21.33,-46.15,0,5,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"MG","Areado","(UnB;IAG;IPT)"
1992,7,13,2,4,44,-21.33,-46.15,0,5,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"MG","Areado","(UnB;IAG;IPT)"
1992,7,25,23,18,54,-19.95,-44.16,0,5,2.8,1,"A","5-6",0.7,"MR",3.4,2.5,0.3,"MG","Betim","(IAG;IPT;UnB)"
1992,7,29,20,12,49,-21.22,-44.04,0,20,2.1,1,"I","1",,"MR",2.8,1.6,0.3,"MG","Barbacena","(IAG;UnB)"
1992,7,29,22,41,25,-21.17,-43.82,0,10,2.6,1,"I","2",,"MR",3.2,2.2,0.3,"MG","Barbacena","(IAG;IPT;UnB)"
1992,8,5,17,37,21,-11.73,-40.57,0,40,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"BA","Mundo Novo","(IAG)"
1992,8,6,3,47,51,-11.73,-40.57,0,40,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"BA","Mundo Novo","(IAG)"
1992,8,13,6,49,34,-21.33,-46.15,0,5,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"MG","Areado","(UnB;IAG;IPT)"
1992,8,13,18,20,31,-11.73,-40.57,0,40,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"BA","Mundo Novo","(IAG)"
1992,8,14,7,8,18,-23.36,-45.64,0,0,2.6,1,"A","4-5",0.33,"MR",3.2,2.3,0.3,"SP","Paraibuna","(IPT;IAG;UnB) Induzido"
1992,8,16,6,57,21,-11.73,-40.57,0,40,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"BA","Mundo Novo","(IAG)"
1992,8,17,2,57,34,-20.98,-46.93,0,20,2.3,1,"I","4",,"MR",3.0,1.8,0.3,"MG","S.S. Paraiso","(IAG;IPT)"
1992,8,20,8,8,43,-11.73,-40.57,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"BA","Mundo Novo","(IAG)"
1992,8,20,8,19,29,-11.73,-40.57,0,40,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"BA","Mundo Novo","(IAG)"
1992,8,20,19,23,34,-10.31,-40.03,0,20,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"BA","S. do Bonfim","(IAG) Explosao ?"
1992,8,25,17,26,26,-12.78,-39.03,0,50,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"BA","Reconcavo","(UnB;IAG)"
1992,9,2,11,24,25,-11.73,-40.57,0,40,2,1,"I","-",,"MR",2.7,1.5,0.3,"BA","Mundo Novo","(IAG)"
1992,9,10,0,56,31,-11.73,-40.57,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"BA","Mundo Novo","(IAG)"
1992,9,19,23,22,52,-11.73,-40.57,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"BA","Mundo Novo","(IAG)"
1992,9,19,23,33,56,-11.73,-40.57,0,40,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"BA","Mundo Novo","(IAG)"
1992,9,20,8,39,47,-11.73,-40.57,0,40,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"BA","Mundo Novo","(IAG)"
1992,9,29,10,25,21,-21.33,-46.15,0,5,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"MG","Areado","(UnB;IAG;IPT)"
1992,9,30,12,57,45,-11.73,-40.57,0,40,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"BA","Mundo Novo","(IAG)"
1992,10,1,15,5,53,-21.57,-47.01,0,30,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"SP","S.J.R.Pardo","(IAG;IPT;UnB)"
1992,10,15,8,56,19,-11.73,-40.57,0,40,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"BA","Mundo Novo","(IAG)"
1992,10,15,19,33,20,-19.8,-43.97,0,30,3,1,"I","-",,"MR",3.6,2.6,0.3,"MG","R.das Neves","(IAG;IPT;UnB) Explosao ?"
1992,10,21,10,3,18,-21.33,-46.15,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"MG","Areado","(UnB;IAG;IPT)"
1992,10,23,13,1,28,-21.33,-46.15,0,5,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"MG","Areado","(UnB;IAG;IPT)"
1992,10,30,13,42,54,-23.13,-47.51,0,20,2,1,"I","-",,"MR",2.7,1.5,0.3,"SP","Samambaia","(IAG;IPT) Explosao ?"
1992,12,1,9,46,50,-27.27,-50.67,0,100,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"SC","Curitibanos","(COPEL)"
1992,12,9,16,21,0,-24.89,-46.33,0,20,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"SP","Margem Cont.","(IAG;IPT;UnB;COPEL)"
1993,1,1,23,22,9,-6.8,-37.09,0,40,2.4,5,"I","-",,"Ind",3.1,2.4,0.6,"PB","Varzea","(UFRN;UnB)"
1993,1,21,16,21,6,-23.35,-45.65,0,2,2.5,1,"I","4",0.1,"MR",3.2,2.1,0.3,"SP","Paraibuna","(IPT;IAG)"
1993,1,28,3,50,42,-5.63,-35.84,0,10,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"RN","J.Camara","(UFRN;UnB;IAG)"
1993,1,28,11,23,51,-4.81,-37.97,0,5,2,5,"I","-",,"Ind",2.7,2.0,0.6,"CE","Palhano","(UFRN;UnB;IAG)"
1993,2,1,16,9,24,-5.63,-35.84,0,10,3,1,"I","-",,"MR",3.6,2.6,0.3,"RN","J. Camara","(UFRN;UnB;IAG)"
1993,2,2,5,8,,-21.12,-45.89,0,10,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"MG","Campo doMeio","(IPT)"
1993,2,3,21,14,30,-5.63,-35.84,0,10,2.7,5,"I","-",,"Ind",3.3,2.7,0.6,"RN","J.Camara","(UFRN;UnB;IAG)"
1993,2,5,5,41,52,-8.28,-36.02,4,5,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"PE","Caruaru","(UFRN;UnB;IAG)"
1993,2,16,10,21,12,-5.65,-36.26,0,5,2.3,1,"I","4",,"MR",3.0,1.8,0.3,"RN","Lajes","(UFRN)"
1993,3,9,8,56,3,-20.58,-45.4,1,1,3.1,1,"I","4",1.2,"MR",3.7,2.8,0.3,"MG","Formiga","(IAG;IPT;UnB;UNESP)"
1993,3,26,15,59,59,-24.94,-45.51,0,30,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"SP","Margem Cont.","(IPT;IAG)"
1993,4,13,15,15,35,-2.9,-39.52,0,20,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"CE","Plat. Cont.","(UFRN;IAG;UnB)"
1993,4,14,17,32,17,-3.25,-40.45,0,15,2.1,5,"I","-",,"Ind",2.8,2.1,0.6,"CE","Senador Sa","(UFRN;UnB)"
